personName,organisationName,placeName,countrName,organisationName,yearFounded
Mikael Borg,Lund University,,,Swedish Research Council,1666-12-19T00:00:00Z
Oleg Mirzov,Lund University,,,Lund University,1666-12-19T00:00:00Z
Rickard du Rietz,Lund University,,,Australian National University,1666-12-19T00:00:00Z
Malin Falkenmark,Uppsala University,Stockholm,Sweden,Stockholm Resilience Centre,1477-01-01T00:00:00Z
Therese Bengtsson,Lund University,,,Swedish University of Agricultural Sciences,1666-12-19T00:00:00Z
Jonas Sundqvist,Uppsala University,,,Fraunhofer Institute for Ceramic Technologies and Systems,1477-01-01T00:00:00Z
Anders Hakansson,Lund University,,Sweden,Skåne Regional Council,1666-12-19T00:00:00Z
Michael Tjernström,Uppsala University,,Sweden,Stockholm University,1477-01-01T00:00:00Z
Igor Bazov,Uppsala University,,,Örebro University,1477-01-01T00:00:00Z
Katrin J. Svensson,Lund University,,,Stanford University,1666-12-19T00:00:00Z
Abdulhakim Abdi,Lund University,,,University of Copenhagen,1666-12-19T00:00:00Z
Rickard du Rietz,Lund University,,,Malmö University,1666-12-19T00:00:00Z
Johan Sundström,Uppsala University,,Sweden,Uppsala University,1477-01-01T00:00:00Z
Jari Häkkinen,Lund University,,,Lund University,1666-12-19T00:00:00Z
Junsheng Chen,Lund University,,,University of Copenhagen,1666-12-19T00:00:00Z
Annika Söderholm,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Vladimer Darsalia,Lund University,,,Karolinska Institute,1666-12-19T00:00:00Z
Daniel Rönnow,Uppsala University,,,WesternGeco,1477-01-01T00:00:00Z
Igor Bazov,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Max Larsson,Lund University,,,Linköping University,1666-12-19T00:00:00Z
Sanjiv Risal,University of Gothenburg,,,Karolinska Institute,1954-07-01T00:00:00Z
Santiago Castroviejo-Fisher,Uppsala University,,United States of America,American Museum of Natural History,1477-01-01T00:00:00Z
Margareta Sandahl,Lund University,,,Lund University,1666-12-19T00:00:00Z
Per Tynelius,Uppsala University,,Sweden,Stockholm County Council,1477-01-01T00:00:00Z
Irem Nasir,Lund University,,,Scripps Research,1666-12-19T00:00:00Z
Lili Milani,Uppsala University,,,University of Tartu,1477-01-01T00:00:00Z
"Alexander van der Linden,Lund University,,,""University of Nevada, Reno"",1666-12-19T00:00:00Z"
Per Augustsson,Lund University,,,Lund University,1666-12-19T00:00:00Z
Elisabet Sjökvist,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Susanne Ljungman,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Pål O. Westermark,Uppsala University,,,Charité,1477-01-01T00:00:00Z
Noél Holmgren,Lund University,,,University of Skövde,1666-12-19T00:00:00Z
Katharine A Owers,Uppsala University,,,Colorado State University,1477-01-01T00:00:00Z
Johan Hollander,Lund University,,,Lund University,1666-12-19T00:00:00Z
Olle Heinonen,Uppsala University,,,Northwestern University,1477-01-01T00:00:00Z
Elisabet Sjökvist,University of Gothenburg,,,Scotland's Rural College,1954-07-01T00:00:00Z
Ralf Kuja-Halkola,Uppsala University,,,Karolinska Institute,1477-01-01T00:00:00Z
Mikael Molin,University of Gothenburg,,,Chalmers University of Technology,1954-07-01T00:00:00Z
Maysoon Abdalrahim,University of Gothenburg,,,University of Jordan,1954-07-01T00:00:00Z
Noél Holmgren,Lund University,,,Swedish University of Agricultural Sciences,1666-12-19T00:00:00Z
Måns Nilsson,Lund University,,,Royal Institute of Technology,1666-12-19T00:00:00Z
Bengt Zöller,Lund University,,,Lund University,1666-12-19T00:00:00Z
Caroline Björnerås,Lund University,,Sweden,,1666-12-19T00:00:00Z
Erik Fridell,University of Gothenburg,,,Swedish Environmental Research Institute,1954-07-01T00:00:00Z
Mingtang Deng,Lund University,,,,1666-12-19T00:00:00Z
Maria B Magnusson,University of Gothenburg,,,Q10411783,1954-07-01T00:00:00Z
Sabeen Survery,Lund University,,,Lund University,1666-12-19T00:00:00Z
Ulla Riis Madsen,Lund University,,,Holbæk Sygehus,1666-12-19T00:00:00Z
Alexander Hallner,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Erik Wernersson,University of Gothenburg,,,,1954-07-01T00:00:00Z
Torgrim Sneve Guttormsen,University of Gothenburg,,,Norwegian Institute for Cultural Heritage Research,1954-07-01T00:00:00Z
Mikael Molin,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Magnus Lund,Lund University,,Sweden,Aarhus University,1666-12-19T00:00:00Z
Lili Milani,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Juha Merilä,Uppsala University,,Finland,University of British Columbia,1477-01-01T00:00:00Z
Magnus Lund,Lund University,,Sweden,Lund University,1666-12-19T00:00:00Z
Alexandre M Anesio,Lund University,,,University of Bristol,1666-12-19T00:00:00Z
Magnus C Johansson,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Ramunas Stepanauskas,Lund University,,,Bigelow Laboratory for Ocean Sciences,1666-12-19T00:00:00Z
Sven Edling,Lund University,Gustav Vasa parish,Sweden,,1666-12-19T00:00:00Z
Henrik Almqvist,Lund University,,,Lund University,1666-12-19T00:00:00Z
Alexandre M Anesio,Lund University,,,Aarhus University,1666-12-19T00:00:00Z
Karin Ekström,University of Gothenburg,,Sweden,University of Gothenburg,1954-07-01T00:00:00Z
Daniel Andersson,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Åsa Edvinsson,Uppsala University,,,Uppsala University Faculty of Medicine,1477-01-01T00:00:00Z
Johannes Lundberg,Uppsala University,,,Swedish Museum of Natural History,1477-01-01T00:00:00Z
Bodil Petersson,Lund University,,,Linnaeus University,1666-12-19T00:00:00Z
Anette Larsson,University of Gothenburg,,,Västra Götaland Regional Council,1954-07-01T00:00:00Z
Gustaf Leijonhufvud,University of Gothenburg,,,,1954-07-01T00:00:00Z
Ernst Kjellander,Uppsala University,Q10711956,Sweden,,1477-01-01T00:00:00Z
Sanja Tibell,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Bo Li,Lund University,,,Tianjin University,1666-12-19T00:00:00Z
Furqan A. Shah,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Oxana Smirnova,Lund University,,,Lund University,1666-12-19T00:00:00Z
Yury O. Tsybin,Uppsala University,,,École polytechnique fédérale de Lausanne,1477-01-01T00:00:00Z
Christoffer Åberg,Lund University,,,University of Groningen,1666-12-19T00:00:00Z
Agneta Ranerup,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Oxana Smirnova,Lund University,,,CERN,1666-12-19T00:00:00Z
Henrik Viberg,Uppsala University,,Sweden,Uppsala University,1477-01-01T00:00:00Z
Furqan A. Shah,University of Gothenburg,,,University of Plymouth,1954-07-01T00:00:00Z
Bo Li,Lund University,,,Lund University,1666-12-19T00:00:00Z
Oskar Ragnarsson,University of Gothenburg,,,,1954-07-01T00:00:00Z
Robert G Björk,University of Gothenburg,,Sweden,University of Gothenburg,1954-07-01T00:00:00Z
"Anders Malmström,Lund University,,,""Faculty of Medicine, Lund University"",1666-12-19T00:00:00Z"
Andreas Tjärnberg,University of Gothenburg,,Sweden,Linköping University,1954-07-01T00:00:00Z
Niklas Landberg,Lund University,,,Lund University,1666-12-19T00:00:00Z
Hongxing He,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Ines Ambite,Lund University,,,Lund University,1666-12-19T00:00:00Z
Christofer Lundqvist,Lund University,,,Akershus University Hospital,1666-12-19T00:00:00Z
Per Tynelius,Uppsala University,,Sweden,Karolinska Institute,1477-01-01T00:00:00Z
Juha Merilä,Uppsala University,,Finland,Academy of Finland,1477-01-01T00:00:00Z
Pål O. Westermark,Uppsala University,,,Royal Institute of Technology,1477-01-01T00:00:00Z
Arto Heiskanen,Lund University,,,Technical University of Denmark,1666-12-19T00:00:00Z
Jan Riise,University of Gothenburg,,,Chalmers University of Technology,1954-07-01T00:00:00Z
Yury O. Tsybin,Uppsala University,,,National High Magnetic Field Laboratory,1477-01-01T00:00:00Z
Staffan Holmqvist,Lund University,,,University of Cambridge,1666-12-19T00:00:00Z
Christoffer Åberg,Lund University,,,University Medical Center Groningen,1666-12-19T00:00:00Z
Maria Tenje,Lund University,,,Lund University,1666-12-19T00:00:00Z
Jorge Osorio-Guillén,Uppsala University,,,University of Antioquia,1477-01-01T00:00:00Z
Jenny Presto,Uppsala University,,,Karolinska Institute,1477-01-01T00:00:00Z
Marcus Svensson-Frej,Lund University,,,Technical University of Denmark,1666-12-19T00:00:00Z
Jorge Osorio-Guillén,Uppsala University,,,National Renewable Energy Laboratory,1477-01-01T00:00:00Z
Gustaf Nelhans,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Christofer Lundqvist,Lund University,,,University of Oslo,1666-12-19T00:00:00Z
Olle Heinonen,Uppsala University,,,Argonne National Laboratory,1477-01-01T00:00:00Z
Mikael Andersson,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Alfred Sjödin,Lund University,,Sweden,Halmstad University College,1666-12-19T00:00:00Z
Yury O. Tsybin,Uppsala University,,,Spectroswiss (Switzerland ),1477-01-01T00:00:00Z
Alexander Goncharov,Lund University,,,NUI Galway,1666-12-19T00:00:00Z
Juha Merilä,Uppsala University,,Finland,Uppsala University,1477-01-01T00:00:00Z
Dag Gillberg,Lund University,,,Simon Fraser University,1666-12-19T00:00:00Z
Hans Ekbrand,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Malin Olofsson,University of Gothenburg,,,Swedish University of Agricultural Sciences,1954-07-01T00:00:00Z
Esteban Guevara Hidalgo,University of Gothenburg,,,National Polytechnic School,1954-07-01T00:00:00Z
Aleksander Cvjetkovic,University of Gothenburg,,,,1954-07-01T00:00:00Z
Paula Nordling,University of Gothenburg,,,,1954-07-01T00:00:00Z
Kálmán J Szabó,Lund University,,,Stockholm University,1666-12-19T00:00:00Z
Dag Gillberg,Lund University,,,Carleton University,1666-12-19T00:00:00Z
Stefan Kreida,Lund University,,,,1666-12-19T00:00:00Z
Anna Pettersen,University of Gothenburg,,,AstraZeneca,1954-07-01T00:00:00Z
Caroline Feldthusen,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Adam P Lightfoot,University of Gothenburg,,,Manchester Metropolitan University,1954-07-01T00:00:00Z
Bo Söderpalm,University of Gothenburg,,,,1954-07-01T00:00:00Z
Peter Johansson,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Ulla Karilampi,University of Gothenburg,,,,1954-07-01T00:00:00Z
Carolina Costa,Mid Sweden University,,Portugal,,1993-01-01T00:00:00Z
Caroline Feldthusen,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Evelina Landstedt,Mid Sweden University,,,Umeå University,1993-01-01T00:00:00Z
Per Berglund,Mid Sweden University,,,Royal Institute of Technology,1993-01-01T00:00:00Z
Peder Svensson,University of Gothenburg,,,,1954-07-01T00:00:00Z
Georg Henning,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Claes Mattsson,Mid Sweden University,,,Mid Sweden University,1993-01-01T00:00:00Z
Lyle L Moldawer,University of Gothenburg,,,Weill Cornell Medicine,1954-07-01T00:00:00Z
Klara B Laksov,Lund University,,,University of Glasgow,1666-12-19T00:00:00Z
Jonas Hermansson,Mid Sweden University,,,Q10411783,1993-01-01T00:00:00Z
Farook Sattar,Lund University,,,,1666-12-19T00:00:00Z
Simon Stenberg,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Georg Henning,University of Gothenburg,,,German Centre of Gerontology,1954-07-01T00:00:00Z
Filipe Sousa,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Nadir Zaman Khan,University of Gothenburg,,,University of Malakand,1954-07-01T00:00:00Z
Maria Magnusson,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Isabell Fridh,University of Gothenburg,,,University of Borås,1954-07-01T00:00:00Z
Anders Lindén,University of Gothenburg,,,Karolinska Institute,1954-07-01T00:00:00Z
Sebastian Lundmark,University of Gothenburg,,,Stanford University,1954-07-01T00:00:00Z
Mikael Gidlund,Mid Sweden University,,,Mid Sweden University,1993-01-01T00:00:00Z
Emma Roos Af Hjelmsäter,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Thomas Nyström,University of Gothenburg,,Sweden,University of Gothenburg,1954-07-01T00:00:00Z
Darek HAFTOR,Mid Sweden University,,,Pfizer,1993-01-01T00:00:00Z
Nils Y. Lycke,University of Gothenburg,,Sweden,University of Gothenburg,1954-07-01T00:00:00Z
N S Parachin,Lund University,,,University of Brasília,1666-12-19T00:00:00Z
Heidi Carlerby,Mid Sweden University,,,Mid Sweden University,1993-01-01T00:00:00Z
Anna-Lisa Wrange,University of Gothenburg,,,Research Institutes of Sweden,1954-07-01T00:00:00Z
Anna-Lisa Wrange,University of Gothenburg,,,Swedish Environmental Research Institute,1954-07-01T00:00:00Z
Ola Kalén,University of Gothenburg,,,Swedish Meteorological and Hydrological Institute,1954-07-01T00:00:00Z
Linus Schiöler,University of Gothenburg,,,,1954-07-01T00:00:00Z
Natalia M. Martin,Lund University,,Sweden,Chalmers University of Technology,1666-12-19T00:00:00Z
Borje Haraldsson,University of Gothenburg,,,Icahn School of Medicine at Mount Sinai,1954-07-01T00:00:00Z
Magnus J Johansson,University of Gothenburg,,,,1954-07-01T00:00:00Z
Afrouz Behboudi,University of Gothenburg,,,University of Skövde,1954-07-01T00:00:00Z
Afrouz Behboudi,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Natalia M. Martin,Lund University,,Sweden,Lund University,1666-12-19T00:00:00Z
Borje Haraldsson,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Sara Eriksén,University of Gothenburg,,,,1954-07-01T00:00:00Z
Filipe Sousa,University of Gothenburg,,,Instituto de Investigação Científica Tropical,1954-07-01T00:00:00Z
Anders Lindén,University of Gothenburg,,,Karolinska University Hospital,1954-07-01T00:00:00Z
Erik Andersson,Mid Sweden University,,,Mid Sweden University,1993-01-01T00:00:00Z
Afrouz Behboudi,University of Gothenburg,,,Örebro University,1954-07-01T00:00:00Z
Ulrika Wolff,University of Gothenburg,,,,1954-07-01T00:00:00Z
Bengt Gunnarsson,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Rahim Rahmani,Mid Sweden University,,,Stockholm University,1993-01-01T00:00:00Z
Henrik Andersson,Mid Sweden University,,,Mid Sweden University,1993-01-01T00:00:00Z
Vinit Parida,Luleå University of Technology,,,University of Vaasa,1971-07-01T00:00:00Z
Vinit Parida,Luleå University of Technology,,,Luleå University of Technology,1971-07-01T00:00:00Z
Jan Lundgren,Mid Sweden University,,,Mid Sweden University,1993-01-01T00:00:00Z
Bo Palaszewski,University of Gothenburg,,,Västra Götaland Regional Council,1954-07-01T00:00:00Z
Lyle L Moldawer,University of Gothenburg,,,University of Florida College of Medicine,1954-07-01T00:00:00Z
Rimma Nyman,University of Gothenburg,,Sweden,University of Gothenburg,1954-07-01T00:00:00Z
Necati Harmankaya,University of Gothenburg,,,,1954-07-01T00:00:00Z
David Karlsson,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Jan Svedlund,University of Gothenburg,,,,1954-07-01T00:00:00Z
Simona Larsson,Lund University,,,,1666-12-19T00:00:00Z
Bjorn Thrandur Bjornsson,University of Gothenburg,,,Cambridge University Museum of Zoology,1954-07-01T00:00:00Z
Maria Castedal,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Ingela Skärsäter,University of Gothenburg,,,Halmstad University College,1954-07-01T00:00:00Z
Ola Olsson,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Frauke Ecke,Luleå University of Technology,,,,1971-07-01T00:00:00Z
Pothuri Divakar Naidu,University of Gothenburg,,,National Institute of Oceanography,1954-07-01T00:00:00Z
B Johansson,University of Gothenburg,,,,1954-07-01T00:00:00Z
Natalia M. Martin,Lund University,,Sweden,Uppsala University,1666-12-19T00:00:00Z
Ann Björkdahl,University of Gothenburg,,,,1954-07-01T00:00:00Z
Klara B Laksov,Lund University,,,Karolinska Institute,1666-12-19T00:00:00Z
Torgny H. Svensson,University of Gothenburg,Gothenburg,,Karolinska Institute,1954-07-01T00:00:00Z
Darek HAFTOR,Mid Sweden University,,,Defence Materiel Administration,1993-01-01T00:00:00Z
Martin Olsson,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Farzad Esni,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Christer Betsholtz,Uppsala University,Stockholm,Sweden,Karolinska Institute,1477-01-01T00:00:00Z
Kristoffer Hellstrand,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Maria Tenje,Uppsala University,,,Lund University,1477-01-01T00:00:00Z
Steffen Wiers,Uppsala University,,,,1477-01-01T00:00:00Z
David Revesz,University of Gothenburg,,,,1954-07-01T00:00:00Z
Maria Lindskog,Uppsala University,,Sweden,Karolinska Institute,1477-01-01T00:00:00Z
Leonid Pourovskii,Uppsala University,,,École polytechnique,1477-01-01T00:00:00Z
Stefan Öberg,University of Gothenburg,,,University of Gothenburg,1954-07-01T00:00:00Z
Anders Tjulin,Uppsala University,,Sweden,Imperial College London,1477-01-01T00:00:00Z
Mikael Adolphson,Lund University,Norrköping,United States of America,University of Oklahoma,1666-12-19T00:00:00Z
Johanna Wennerblom,University of Gothenburg,,,Sahlgrenska University Hospital,1954-07-01T00:00:00Z
Haakan Hedenmalm,Uppsala University,,,Royal Institute of Technology,1477-01-01T00:00:00Z
Armita Golkar,Uppsala University,,,Stockholm University,1477-01-01T00:00:00Z
Lin Jiang,Uppsala University,,,Institute of Animal Sciences,1477-01-01T00:00:00Z
Annika Keller,Uppsala University,,,University Hospital Zurich,1477-01-01T00:00:00Z
Helene Martinsson-Wallin,Uppsala University,,Sweden,Uppsala University,1477-01-01T00:00:00Z
Romain Feron,Uppsala University,,,University of Lausanne,1477-01-01T00:00:00Z
